locality,day,date,treat,sleeper,hut,week,vrex_ufl,vrex_bfl,vrex_grl,vrex_bfl_grl,vrex_ufd,vrex_bfd,vrex_grd,vrex_bfd_grd,room_ufl,room_bfl,room_grl,room_bfl_grl,room_ufd,room_bfd,room_grd,room_bfd_grd,net_ufl,net_bfl,net_grl,locality2,day2,date2,treat2,sleeper2,hut2,net_bfl_grl,net_ufd,net_bfd,net_grd,net_bfd_grd,unf_live,unf_dead,bf_live,bf_dead,gr_live,gr_dead,bf_gr_live,bf_gr_dead,tot_unf,tot_bf,tot_gr,tot_bf_gr,tot_live,tot_dead,tot_exop,total
Tengrela,19,30.09.2014,Olyset Plus,TEN-S4,TEN-H4,4,5,3,0,3,0,1,0,1,9,8,3,11,0,0,0,0,0,0,0,Tengrela,19,30.09.2014,Olyset Plus,TEN-S4,TEN-H4,0,0,0,0,0,14,0,11,1,3,0,14,1,14,12,3,15,28,1,9,29
Tengrela,20,01.10.2014,Olyset Plus,TEN-S3,TEN-H4,4,4,0,0,0,2,0,0,0,7,1,0,1,3,0,0,0,0,4,0,Tengrela,20,01.10.2014,Olyset Plus,TEN-S3,TEN-H4,4,0,0,0,0,11,5,5,0,0,0,5,0,16,5,0,5,16,5,6,21
Tengrela,21,02.10.2014,Olyset Plus,TEN-S2,TEN-H4,4,26,3,0,3,5,1,0,1,5,8,0,8,3,3,0,3,0,0,0,Tengrela,21,02.10.2014,Olyset Plus,TEN-S2,TEN-H4,0,1,3,0,3,31,9,11,7,0,0,11,7,40,18,0,18,42,16,35,58
Tengrela,22,03.10.2014,Olyset Plus,TEN-S1,TEN-H4,4,30,3,0,3,7,0,0,0,14,1,0,1,6,2,0,2,0,0,0,Tengrela,22,03.10.2014,Olyset Plus,TEN-S1,TEN-H4,0,3,1,0,1,44,16,4,3,0,0,4,3,60,7,0,7,48,19,40,67
Tengrela,23,06.10.2014,Olyset Plus,TEN-S6,TEN-H4,4,3,2,0,2,7,0,0,0,4,5,0,5,1,2,0,2,0,0,0,Tengrela,23,06.10.2014,Olyset Plus,TEN-S6,TEN-H4,0,0,2,0,2,7,8,7,4,0,0,7,4,15,11,0,11,14,12,12,26
Tengrela,24,07.10.2014,Olyset Plus,TEN-S5,TEN-H4,4,1,1,0,1,0,0,0,0,6,4,0,4,0,0,0,0,0,0,0,Tengrela,24,07.10.2014,Olyset Plus,TEN-S5,TEN-H4,0,0,0,0,0,7,0,5,0,0,0,5,0,7,5,0,5,12,0,2,12
Tengrela,25,08.10.2014,Olyset Plus,TEN-S2,TEN-H2,5,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,2,0,0,0,Tengrela,25,08.10.2014,Olyset Plus,TEN-S2,TEN-H2,0,0,0,0,0,2,0,2,2,0,0,2,2,2,4,0,4,4,2,0,6
Tengrela,26,09.10.2014,Olyset Plus,TEN-S1,TEN-H2,5,7,1,0,1,1,0,0,0,23,2,0,2,3,2,0,2,1,3,0,Tengrela,26,09.10.2014,Olyset Plus,TEN-S1,TEN-H2,3,0,0,0,0,31,4,6,2,0,0,6,2,35,8,0,8,37,6,9,43
Tengrela,27,10.10.2014,Olyset Plus,TEN-S6,TEN-H2,5,3,2,0,2,0,1,0,1,1,3,0,3,1,1,0,1,0,0,0,Tengrela,27,10.10.2014,Olyset Plus,TEN-S6,TEN-H2,0,1,0,0,0,4,2,5,2,0,0,5,2,6,7,0,7,9,4,6,13
Tengrela,28,11.10.2014,Olyset Plus,TEN-S5,TEN-H2,5,0,0,0,0,0,0,0,0,1,4,0,4,0,0,0,0,0,0,0,Tengrela,28,11.10.2014,Olyset Plus,TEN-S5,TEN-H2,0,0,0,0,0,1,0,4,0,0,0,4,0,1,4,0,4,5,0,0,5
Tengrela,29,13.10.2014,Olyset Plus,TEN-S4,TEN-H2,5,5,1,1,2,1,0,0,0,6,1,0,1,0,0,0,0,0,0,0,Tengrela,29,13.10.2014,Olyset Plus,TEN-S4,TEN-H2,0,0,2,0,2,11,1,2,2,1,0,3,2,12,4,1,5,14,3,8,17
Tengrela,30,14.10.2014,Olyset Plus,TEN-S3,TEN-H2,5,0,0,0,0,0,0,0,0,1,4,1,5,1,0,0,0,0,3,0,Tengrela,30,14.10.2014,Olyset Plus,TEN-S3,TEN-H2,3,0,0,0,0,1,1,7,0,1,0,8,0,2,7,1,8,9,1,0,10
Tengrela,31,15.10.2014,Olyset Plus,TEN-S1,TEN-H1,6,10,3,0,3,2,0,0,0,8,9,1,10,1,2,0,2,0,0,0,Tengrela,31,15.10.2014,Olyset Plus,TEN-S1,TEN-H1,0,0,0,0,0,18,3,12,2,1,0,13,2,21,14,1,15,31,5,15,36
Tengrela,32,16.10.2014,Olyset Plus,TEN-S6,TEN-H1,6,2,0,0,0,0,0,0,0,3,6,0,6,0,0,0,0,0,0,0,Tengrela,32,16.10.2014,Olyset Plus,TEN-S6,TEN-H1,0,0,0,0,0,5,0,6,0,0,0,6,0,5,6,0,6,11,0,2,11
Tengrela,33,17.10.2014,Olyset Plus,TEN-S5,TEN-H1,6,1,0,0,0,2,0,0,0,2,2,0,2,0,1,0,1,0,0,0,Tengrela,33,17.10.2014,Olyset Plus,TEN-S5,TEN-H1,0,1,1,0,1,3,3,2,2,0,0,2,2,6,4,0,4,5,5,3,10
Tengrela,34,18.10.2014,Olyset Plus,TEN-S4,TEN-H1,6,6,0,0,0,1,0,0,0,9,4,0,4,0,0,0,0,0,0,0,Tengrela,34,18.10.2014,Olyset Plus,TEN-S4,TEN-H1,0,1,0,0,0,15,2,4,0,0,0,4,0,17,4,0,4,19,2,7,21
Tengrela,35,19.10.2014,Olyset Plus,TEN-S3,TEN-H1,6,2,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,3,0,Tengrela,35,19.10.2014,Olyset Plus,TEN-S3,TEN-H1,3,1,6,0,6,7,3,3,6,0,0,3,6,10,9,0,9,10,9,2,19
Tengrela,36,20.10.2014,Olyset Plus,TEN-S2,TEN-H1,6,0,0,0,0,0,0,0,0,2,3,0,3,4,0,0,0,0,0,0,Tengrela,36,20.10.2014,Olyset Plus,TEN-S2,TEN-H1,0,0,0,0,0,2,4,3,0,0,0,3,0,6,3,0,3,5,4,0,9
Tengrela,1,08.09.2014,PermaNet 2.0,TEN-S5,TEN-H5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Tengrela,1,08.09.2014,PermaNet 2.0,TEN-S5,TEN-H5,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2
Tengrela,2,09.09.2014,PermaNet 2.0,TEN-S4,TEN-H5,1,1,2,0,2,0,0,0,0,6,8,2,10,1,0,0,0,0,4,0,Tengrela,2,09.09.2014,PermaNet 2.0,TEN-S4,TEN-H5,4,0,0,0,0,7,1,14,0,2,0,16,0,8,14,2,16,23,1,3,24
Tengrela,3,10.09.2014,PermaNet 2.0,TEN-S3,TEN-H5,1,5,1,0,1,2,0,0,0,11,0,0,0,3,0,0,0,1,9,0,Tengrela,3,10.09.2014,PermaNet 2.0,TEN-S3,TEN-H5,9,5,3,0,3,17,10,10,3,0,0,10,3,27,13,0,13,27,13,8,40
Tengrela,4,11.09.2014,PermaNet 2.0,TEN-S2,TEN-H5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Tengrela,4,11.09.2014,PermaNet 2.0,TEN-S2,TEN-H5,1,0,0,0,0,1,1,1,0,0,0,1,0,2,1,0,1,2,1,2,3
Tengrela,5,21.10.2014,PermaNet 2.0,TEN-S1,TEN-H5,1,15,3,0,3,3,0,0,0,12,4,0,4,2,0,0,0,0,0,0,Tengrela,5,21.10.2014,PermaNet 2.0,TEN-S1,TEN-H5,0,0,0,0,0,27,5,7,0,0,0,7,0,32,7,0,7,34,5,21,39
Tengrela,6,13.09.2014,PermaNet 2.0,TEN-S6,TEN-H5,1,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,Tengrela,6,13.09.2014,PermaNet 2.0,TEN-S6,TEN-H5,0,0,0,0,0,25,0,0,0,0,0,0,0,25,0,0,0,25,0,3,25
Tengrela,7,15.09.2014,PermaNet 2.0,TEN-S6,TEN-H6,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Tengrela,7,15.09.2014,PermaNet 2.0,TEN-S6,TEN-H6,0,0,1,0,1,0,3,0,1,0,0,0,1,3,1,0,1,0,4,1,4
Tengrela,8,16.09.2014,PermaNet 2.0,TEN-S5,TEN-H6,2,1,1,0,1,0,0,0,0,1,3,0,3,1,0,0,0,0,0,0,Tengrela,8,16.09.2014,PermaNet 2.0,TEN-S5,TEN-H6,0,0,0,0,0,2,1,4,0,0,0,4,0,3,4,0,4,6,1,2,7
Tengrela,9,17.09.2014,PermaNet 2.0,TEN-S4,TEN-H6,2,5,4,0,4,0,0,0,0,10,3,0,3,0,0,0,0,0,0,0,Tengrela,9,17.09.2014,PermaNet 2.0,TEN-S4,TEN-H6,0,0,0,0,0,15,0,7,0,0,0,7,0,15,7,0,7,22,0,9,22
Tengrela,10,18.09.2014,PermaNet 2.0,TEN-S3,TEN-H6,2,2,0,1,1,5,0,0,0,10,4,3,7,12,0,0,0,0,1,1,Tengrela,10,18.09.2014,PermaNet 2.0,TEN-S3,TEN-H6,2,1,3,0,3,12,18,5,3,5,0,10,3,30,8,5,13,22,21,8,43
Tengrela,11,19.09.2014,PermaNet 2.0,TEN-S2,TEN-H6,2,0,0,0,0,3,0,0,0,0,1,0,1,1,0,0,0,0,1,0,Tengrela,11,19.09.2014,PermaNet 2.0,TEN-S2,TEN-H6,1,0,0,0,0,0,4,2,0,0,0,2,0,4,2,0,2,2,4,3,6
Tengrela,12,20.09.2014,PermaNet 2.0,TEN-S1,TEN-H6,2,3,1,0,1,1,0,0,0,5,2,1,3,3,0,0,0,0,0,0,Tengrela,12,20.09.2014,PermaNet 2.0,TEN-S1,TEN-H6,0,0,1,0,1,8,4,3,1,1,0,4,1,12,4,1,5,12,5,5,17
Tengrela,13,22.09.2014,PermaNet 2.0,TEN-S2,TEN-H2,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Tengrela,13,22.09.2014,PermaNet 2.0,TEN-S2,TEN-H2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1
Tengrela,14,22.10.2014,PermaNet 2.0,TEN-S1,TEN-H2,3,0,0,0,0,0,0,0,0,11,5,0,5,2,1,0,1,0,0,0,Tengrela,14,22.10.2014,PermaNet 2.0,TEN-S1,TEN-H2,0,0,0,0,0,11,2,5,1,0,0,5,1,13,6,0,6,16,3,0,19
Tengrela,15,24.09.2014,PermaNet 2.0,TEN-S6,TEN-H2,3,3,0,0,0,1,0,0,0,1,9,0,9,1,0,0,0,0,0,0,Tengrela,15,24.09.2014,PermaNet 2.0,TEN-S6,TEN-H2,0,1,1,0,1,4,3,9,1,0,0,9,1,7,10,0,10,13,4,4,17
Tengrela,16,25.09.2014,PermaNet 2.0,TEN-S5,TEN-H2,3,1,0,1,1,8,0,0,0,11,1,1,2,3,0,0,0,1,5,0,Tengrela,16,25.09.2014,PermaNet 2.0,TEN-S5,TEN-H2,5,2,4,0,4,13,13,6,4,2,0,8,4,26,10,2,12,21,17,10,38
Tengrela,17,26.09.2014,PermaNet 2.0,TEN-S4,TEN-H2,3,7,0,0,0,1,0,0,0,6,15,0,15,0,0,0,0,0,0,0,Tengrela,17,26.09.2014,PermaNet 2.0,TEN-S4,TEN-H2,0,3,1,0,1,13,4,15,1,0,0,15,1,17,16,0,16,28,5,8,33
Tengrela,18,27.09.2014,PermaNet 2.0,TEN-S3,TEN-H2,3,7,1,0,1,2,1,0,1,12,5,0,5,3,1,0,1,0,12,0,Tengrela,18,27.09.2014,PermaNet 2.0,TEN-S3,TEN-H2,12,3,1,0,1,19,8,18,3,0,0,18,3,27,21,0,21,37,11,11,48
Tengrela,19,30.09.2014,PermaNet 2.0,TEN-S3,TEN-H3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Tengrela,19,30.09.2014,PermaNet 2.0,TEN-S3,TEN-H3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1
Tengrela,20,01.10.2014,PermaNet 2.0,TEN-S2,TEN-H3,4,9,0,0,0,1,0,0,0,12,1,0,1,1,0,0,0,9,14,0,Tengrela,20,01.10.2014,PermaNet 2.0,TEN-S2,TEN-H3,14,1,0,0,0,30,3,15,0,0,0,15,0,33,15,0,15,45,3,10,48
Tengrela,21,02.10.2014,PermaNet 2.0,TEN-S1,TEN-H3,4,20,17,0,17,5,2,0,2,18,18,0,18,9,1,0,1,0,0,0,Tengrela,21,02.10.2014,PermaNet 2.0,TEN-S1,TEN-H3,0,0,1,0,1,38,14,35,4,0,0,35,4,52,39,0,39,73,18,44,91
Tengrela,22,03.10.2014,PermaNet 2.0,TEN-S6,TEN-H3,4,0,3,0,3,1,1,0,1,3,13,0,13,2,1,1,2,0,0,0,Tengrela,22,03.10.2014,PermaNet 2.0,TEN-S6,TEN-H3,0,0,0,0,0,3,3,16,2,0,1,16,3,6,18,1,19,19,6,5,25
Tengrela,23,06.10.2014,PermaNet 2.0,TEN-S5,TEN-H3,4,0,3,0,3,0,1,1,2,1,6,0,6,0,0,0,0,0,4,0,Tengrela,23,06.10.2014,PermaNet 2.0,TEN-S5,TEN-H3,4,1,2,0,2,1,1,13,3,0,1,13,4,2,16,1,17,14,5,5,19
Tengrela,24,07.10.2014,PermaNet 2.0,TEN-S4,TEN-H3,4,1,6,0,6,0,1,0,1,7,20,0,20,0,1,0,1,0,0,0,Tengrela,24,07.10.2014,PermaNet 2.0,TEN-S4,TEN-H3,0,0,1,0,1,8,0,26,3,0,0,26,3,8,29,0,29,34,3,8,37
Tengrela,25,08.10.2014,PermaNet 2.0,TEN-S1,TEN-H1,5,5,3,0,3,0,0,0,0,7,16,0,16,1,0,0,0,0,8,0,Tengrela,25,08.10.2014,PermaNet 2.0,TEN-S1,TEN-H1,8,2,0,0,0,12,3,27,0,0,0,27,0,15,27,0,27,39,3,8,42
Tengrela,26,09.10.2014,PermaNet 2.0,TEN-S6,TEN-H1,5,1,1,1,2,0,1,0,1,5,11,3,14,0,1,0,1,0,0,0,Tengrela,26,09.10.2014,PermaNet 2.0,TEN-S6,TEN-H1,0,1,0,0,0,6,1,12,2,4,0,16,2,7,14,4,18,22,3,4,25
Tengrela,27,10.10.2014,PermaNet 2.0,TEN-S5,TEN-H1,5,3,3,0,3,1,0,0,0,5,10,0,10,2,1,0,1,1,2,0,Tengrela,27,10.10.2014,PermaNet 2.0,TEN-S5,TEN-H1,2,1,2,0,2,9,4,15,3,0,0,15,3,13,18,0,18,24,7,7,31
Tengrela,28,11.10.2014,PermaNet 2.0,TEN-S4,TEN-H1,5,5,3,0,3,2,1,0,1,6,2,0,2,3,0,0,0,0,0,0,Tengrela,28,11.10.2014,PermaNet 2.0,TEN-S4,TEN-H1,0,1,0,0,0,11,6,5,1,0,0,5,1,17,6,0,6,16,7,11,23
Tengrela,29,13.10.2014,PermaNet 2.0,TEN-S3,TEN-H1,5,9,4,0,4,0,0,0,0,13,6,0,6,0,0,0,0,0,7,0,Tengrela,29,13.10.2014,PermaNet 2.0,TEN-S3,TEN-H1,7,0,1,0,1,22,0,17,1,0,0,17,1,22,18,0,18,39,1,13,40
Tengrela,30,14.10.2014,PermaNet 2.0,TEN-S2,TEN-H1,5,7,0,0,0,1,0,0,0,2,3,0,3,3,2,0,2,0,0,0,Tengrela,30,14.10.2014,PermaNet 2.0,TEN-S2,TEN-H1,0,0,0,0,0,9,4,3,2,0,0,3,2,13,5,0,5,12,6,8,18
Tengrela,31,15.10.2014,PermaNet 2.0,TEN-S4,TEN-H4,6,5,4,0,4,6,0,0,0,3,15,0,15,0,0,0,0,0,0,0,Tengrela,31,15.10.2014,PermaNet 2.0,TEN-S4,TEN-H4,0,0,4,0,4,8,6,19,4,0,0,19,4,14,23,0,23,27,10,15,37
Tengrela,32,16.10.2014,PermaNet 2.0,TEN-S3,TEN-H4,6,2,4,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Tengrela,32,16.10.2014,PermaNet 2.0,TEN-S3,TEN-H4,0,0,0,0,0,3,1,4,0,0,0,4,0,4,4,0,4,7,1,6,8
Tengrela,33,17.10.2014,PermaNet 2.0,TEN-S2,TEN-H4,6,1,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,Tengrela,33,17.10.2014,PermaNet 2.0,TEN-S2,TEN-H4,0,0,0,0,0,4,0,2,0,0,0,2,0,4,2,0,2,6,0,1,6
Tengrela,34,18.10.2014,PermaNet 2.0,TEN-S1,TEN-H4,6,6,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Tengrela,34,18.10.2014,PermaNet 2.0,TEN-S1,TEN-H4,0,0,0,0,0,7,1,1,1,0,0,1,1,8,2,0,2,8,2,9,10
Tengrela,35,19.10.2014,PermaNet 2.0,TEN-S6,TEN-H4,6,0,0,0,0,0,0,0,0,1,2,1,3,1,0,0,0,0,0,0,Tengrela,35,19.10.2014,PermaNet 2.0,TEN-S6,TEN-H4,0,0,0,0,0,1,1,2,0,1,0,3,0,2,2,1,3,4,1,0,5
Tengrela,36,20.10.2014,PermaNet 2.0,TEN-S5,TEN-H4,6,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Tengrela,36,20.10.2014,PermaNet 2.0,TEN-S5,TEN-H4,0,0,0,0,0,3,2,0,0,0,0,0,0,5,0,0,0,3,2,3,5
Tengrela,1,08.09.2014,PermaNet 3.0,TEN-S2,TEN-H2,1,0,0,0,0,5,0,0,0,1,1,0,1,2,0,0,0,0,0,0,Tengrela,1,08.09.2014,PermaNet 3.0,TEN-S2,TEN-H2,0,8,0,0,0,1,15,1,0,0,0,1,0,16,1,0,1,2,15,5,17
Tengrela,2,09.09.2014,PermaNet 3.0,TEN-S1,TEN-H2,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Tengrela,2,09.09.2014,PermaNet 3.0,TEN-S1,TEN-H2,0,0,0,0,0,0,2,1,0,0,0,1,0,2,1,0,1,1,2,1,3
Tengrela,3,10.09.2014,PermaNet 3.0,TEN-S6,TEN-H2,1,0,0,0,0,1,0,0,0,1,2,0,2,0,0,0,0,0,0,0,Tengrela,3,10.09.2014,PermaNet 3.0,TEN-S6,TEN-H2,0,0,0,0,0,1,1,2,0,0,0,2,0,2,2,0,2,3,1,1,4
Tengrela,4,11.09.2014,PermaNet 3.0,TEN-S5,TEN-H2,1,5,2,0,2,0,0,0,0,11,2,3,5,0,0,0,0,1,0,0,Tengrela,4,11.09.2014,PermaNet 3.0,TEN-S5,TEN-H2,0,0,0,0,0,17,0,4,0,3,0,7,0,17,4,3,7,24,0,7,24
Tengrela,5,21.10.2014,PermaNet 3.0,TEN-S4,TEN-H2,1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,Tengrela,5,21.10.2014,PermaNet 3.0,TEN-S4,TEN-H2,0,0,0,0,0,2,1,1,0,0,0,1,0,3,1,0,1,3,1,0,4
Tengrela,6,13.09.2014,PermaNet 3.0,TEN-S3,TEN-H2,1,5,1,1,2,1,0,0,0,27,2,1,3,8,2,1,3,0,3,0,Tengrela,6,13.09.2014,PermaNet 3.0,TEN-S3,TEN-H2,3,0,0,0,0,32,9,6,2,2,1,8,3,41,8,3,11,40,12,8,52
Tengrela,7,15.09.2014,PermaNet 3.0,TEN-S5,TEN-H5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Tengrela,7,15.09.2014,PermaNet 3.0,TEN-S5,TEN-H5,0,3,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,5
Tengrela,8,16.09.2014,PermaNet 3.0,TEN-S4,TEN-H5,2,6,0,0,0,1,0,0,0,7,1,0,1,0,0,0,0,0,0,0,Tengrela,8,16.09.2014,PermaNet 3.0,TEN-S4,TEN-H5,0,0,0,0,0,13,1,1,0,0,0,1,0,14,1,0,1,14,1,7,15
Tengrela,9,17.09.2014,PermaNet 3.0,TEN-S3,TEN-H5,2,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0,0,0,Tengrela,9,17.09.2014,PermaNet 3.0,TEN-S3,TEN-H5,0,0,0,0,0,1,2,2,0,0,0,2,0,3,2,0,2,3,2,0,5
Tengrela,10,18.09.2014,PermaNet 3.0,TEN-S2,TEN-H5,2,0,0,1,1,2,0,3,3,2,0,12,12,8,0,1,1,0,0,0,Tengrela,10,18.09.2014,PermaNet 3.0,TEN-S2,TEN-H5,0,2,0,0,0,2,12,0,0,13,4,13,4,14,0,17,17,15,16,6,31
Tengrela,11,19.09.2014,PermaNet 3.0,TEN-S1,TEN-H5,2,5,0,0,0,3,0,0,0,6,4,0,4,5,1,0,1,0,0,0,Tengrela,11,19.09.2014,PermaNet 3.0,TEN-S1,TEN-H5,0,0,0,0,0,11,8,4,1,0,0,4,1,19,5,0,5,15,9,8,24
Tengrela,12,20.09.2014,PermaNet 3.0,TEN-S6,TEN-H5,2,2,1,0,1,0,0,0,0,32,0,3,3,0,0,0,0,0,0,0,Tengrela,12,20.09.2014,PermaNet 3.0,TEN-S6,TEN-H5,0,0,0,0,0,34,0,1,0,3,0,4,0,34,1,3,4,38,0,3,38
Tengrela,13,22.09.2014,PermaNet 3.0,TEN-S1,TEN-H1,3,6,0,0,0,6,0,0,0,1,0,0,0,27,3,0,3,0,0,0,Tengrela,13,22.09.2014,PermaNet 3.0,TEN-S1,TEN-H1,0,5,5,0,5,7,38,0,8,0,0,0,8,45,8,0,8,7,46,12,53
Tengrela,14,22.10.2014,PermaNet 3.0,TEN-S6,TEN-H1,3,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,Tengrela,14,22.10.2014,PermaNet 3.0,TEN-S6,TEN-H1,0,0,0,0,0,1,0,1,0,1,0,2,0,1,1,1,2,3,0,1,3
Tengrela,15,24.09.2014,PermaNet 3.0,TEN-S5,TEN-H1,3,1,0,0,0,2,0,0,0,5,0,0,0,3,0,0,0,0,0,0,Tengrela,15,24.09.2014,PermaNet 3.0,TEN-S5,TEN-H1,0,0,0,0,0,6,5,0,0,0,0,0,0,11,0,0,0,6,5,3,11
Tengrela,16,25.09.2014,PermaNet 3.0,TEN-S4,TEN-H1,3,22,1,0,1,11,0,0,0,8,1,0,1,6,0,0,0,0,0,0,Tengrela,16,25.09.2014,PermaNet 3.0,TEN-S4,TEN-H1,0,38,7,0,7,30,55,2,7,0,0,2,7,85,9,0,9,32,62,34,94
Tengrela,17,26.09.2014,PermaNet 3.0,TEN-S3,TEN-H1,3,11,6,0,6,22,4,1,5,3,9,0,9,15,5,0,5,0,3,0,Tengrela,17,26.09.2014,PermaNet 3.0,TEN-S3,TEN-H1,3,4,14,0,14,14,41,18,23,0,1,18,24,55,41,1,42,32,65,44,97
Tengrela,18,27.09.2014,PermaNet 3.0,TEN-S2,TEN-H1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Tengrela,18,27.09.2014,PermaNet 3.0,TEN-S2,TEN-H1,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,1,2,1,3
Tengrela,19,30.09.2014,PermaNet 3.0,TEN-S6,TEN-H6,4,0,2,0,2,1,0,0,0,0,0,0,0,7,1,0,1,0,0,0,Tengrela,19,30.09.2014,PermaNet 3.0,TEN-S6,TEN-H6,0,1,2,0,2,0,9,2,3,0,0,2,3,9,5,0,5,2,12,3,14
Tengrela,20,01.10.2014,PermaNet 3.0,TEN-S5,TEN-H6,4,2,0,0,0,5,1,0,1,4,0,0,0,5,1,0,1,0,0,0,Tengrela,20,01.10.2014,PermaNet 3.0,TEN-S5,TEN-H6,0,8,2,0,2,6,18,0,4,0,0,0,4,24,4,0,4,6,22,8,28
Tengrela,21,02.10.2014,PermaNet 3.0,TEN-S4,TEN-H6,4,17,3,0,3,5,0,0,0,2,4,0,4,3,0,0,0,0,0,0,Tengrela,21,02.10.2014,PermaNet 3.0,TEN-S4,TEN-H6,0,18,2,0,2,19,26,7,2,0,0,7,2,45,9,0,9,26,28,25,54
Tengrela,22,03.10.2014,PermaNet 3.0,TEN-S3,TEN-H6,4,2,0,0,0,5,0,0,0,5,0,0,0,2,0,0,0,0,0,0,Tengrela,22,03.10.2014,PermaNet 3.0,TEN-S3,TEN-H6,0,0,0,0,0,7,7,0,0,0,0,0,0,14,0,0,0,7,7,7,14
Tengrela,23,06.10.2014,PermaNet 3.0,TEN-S2,TEN-H6,4,0,0,0,0,1,1,0,1,0,2,0,2,0,0,0,0,0,0,0,Tengrela,23,06.10.2014,PermaNet 3.0,TEN-S2,TEN-H6,0,3,1,1,2,0,4,2,2,0,1,2,3,4,4,1,5,2,7,2,9
Tengrela,24,07.10.2014,PermaNet 3.0,TEN-S1,TEN-H6,4,1,1,0,1,4,2,0,2,2,4,0,4,12,2,0,2,0,0,0,Tengrela,24,07.10.2014,PermaNet 3.0,TEN-S1,TEN-H6,0,4,4,0,4,3,20,5,8,0,0,5,8,23,13,0,13,8,28,8,36
Tengrela,25,08.10.2014,PermaNet 3.0,TEN-S4,TEN-H4,5,6,0,0,0,1,0,0,0,6,3,0,3,3,0,0,0,0,0,0,Tengrela,25,08.10.2014,PermaNet 3.0,TEN-S4,TEN-H4,0,3,0,0,0,12,7,3,0,0,0,3,0,19,3,0,3,15,7,7,22
Tengrela,26,09.10.2014,PermaNet 3.0,TEN-S3,TEN-H4,5,10,2,0,2,1,0,0,0,11,6,1,7,0,1,0,1,2,2,0,Tengrela,26,09.10.2014,PermaNet 3.0,TEN-S3,TEN-H4,2,0,1,0,1,23,1,10,2,1,0,11,2,24,12,1,13,34,3,13,37
Tengrela,27,10.10.2014,PermaNet 3.0,TEN-S2,TEN-H4,5,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,Tengrela,27,10.10.2014,PermaNet 3.0,TEN-S2,TEN-H4,0,0,0,0,0,1,0,0,0,2,0,2,0,1,0,2,2,3,0,0,3
Tengrela,28,11.10.2014,PermaNet 3.0,TEN-S1,TEN-H4,5,7,1,0,1,0,0,0,0,6,2,2,4,1,0,0,0,0,0,0,Tengrela,28,11.10.2014,PermaNet 3.0,TEN-S1,TEN-H4,0,0,0,0,0,13,1,3,0,2,0,5,0,14,3,2,5,18,1,8,19
Tengrela,29,13.10.2014,PermaNet 3.0,TEN-S6,TEN-H4,5,1,1,0,1,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,Tengrela,29,13.10.2014,PermaNet 3.0,TEN-S6,TEN-H4,0,0,0,0,0,3,0,3,0,0,0,3,0,3,3,0,3,6,0,2,6
Tengrela,30,14.10.2014,PermaNet 3.0,TEN-S5,TEN-H4,5,1,1,0,1,0,0,0,0,1,3,1,4,1,1,0,1,0,0,0,Tengrela,30,14.10.2014,PermaNet 3.0,TEN-S5,TEN-H4,0,0,0,0,0,2,1,4,1,1,0,5,1,3,5,1,6,7,2,2,9
Tengrela,31,15.10.2014,PermaNet 3.0,TEN-S3,TEN-H3,6,3,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,Tengrela,31,15.10.2014,PermaNet 3.0,TEN-S3,TEN-H3,1,0,0,0,0,6,0,2,0,0,0,2,0,6,2,0,2,8,0,4,8
Tengrela,32,16.10.2014,PermaNet 3.0,TEN-S2,TEN-H3,6,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Tengrela,32,16.10.2014,PermaNet 3.0,TEN-S2,TEN-H3,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,2,0,0,2
